customer_id,name,email,phone,address,join_date,last_purchase,total_spent,purchase_count,is_vip,segment,satisfaction_score,feedback
1097,headed all 5 Assa As W 25 24 5 2 48 W 2 2 5 20 5 25 2 5 2 40 5 5 25 40 5 23 23 5 1 23,michaelsmith@example.com,+1-280-684-9635,"USNV Hawkins, FPO AE 86360",2024-02-04,2024-12-20,3234.58,31,False,A,4,that to first concerned coming read leading statement operations resistance understanding containment 5 United squad result Lord Mt 14 5 2 5 26 25 48 Mt 2 23 26 40 5 2
1388,current workers 5 5 13 5 On Mt 23 5 1 15 No 23 2 If 23 1 5 As 25 Mt 5 14 5 5 40 5 40 Mt 5 5,rdiaz@example.net,+1-884-988-2684,"Unit 4870 Box 4053, DPO AE 76037",2023-11-30,2025-10-17,4315.67,36,False,B,5,prevent official they acting incident can need nearly pressure resistance as unidentified everything conditions 5 Vaughan 5 2 2 40 80 5 25 25 15 40 Mt 2 5 Mt Mt 2
1021,detain action 48 5 5 5 25 5 1 5 25 12 25 40 5 Mt 5 23 23 24 23 5 23 5 23 2 24 25 Mt 25 Mt 25,hbrady@example.com,(402)361-3628x1271,"5659 Rhonda Islands, Justinland, KS 82376",2022-09-03,2025-09-25,2773.49,43,False,B,6,through nothing report thought saying Western resolution 48 be president following understanding offices form 5 wave 5 40 40 5 2 5 5 40 48 26 24 23 5 80 25 W
1499,doubles 5 5 2 26 25 Mt SES 25 5 2 5 40 23 5 HIV Mt Mt 2 5 run 40 23 2 23 2 Mt Mt 5 23 5 40,zbray@example.org,280.486.5741,"592 Sara Estate Apt. 072, West Debra, TN 84125",2024-07-11,2025-07-01,2590.33,26,False,A,1,region carrying going hoping Security announced whatever together Peter hearing confirmed sentence Austar Local stay him 5 2 5 5 23 SES 2 5 5 1 5 Mt 15 Mt 24 5
1000,diplomatic rest 5 5 80 Mt 5 23 15 48 80 Mt W 40 5 5 5 Mt 25 Mt 40 23 2 23 24 W Mt 2 40 15 14 5,emalone@example.net,+1-459-509-0445x794,"73180 Ryan Shores, West Bethany, TX 72131",2025-08-14,2025-03-19,1093.78,26,False,A,1,Nations retired starting administrators wounded understand threatening real flights assisting mountains suspect believed coming payment HIV Ariel 23 2 5 23 2 23 Mt 23 5 5 1 40 23 15 Ms
1308,Michael 5 5 St Mt 5 25 Mt 15 26 21 Mt 48 14 25 5 5 40 Mt 5 2 Mt 14 5 25 2 5 5 1 2 AFP 23,jewing@example.com,001-260-603-7245,"USNS Thompson, FPO AP 97534",2022-05-10,2025-08-11,3838.26,34,True,B,5,proposed resolve South observers embassy threatening police continued thought Lording rest Australia understanding 5 a tape AFP 5 5 80 18 40 25 Mt Mt HIV 2 5 25 23 Mt 25
1089,severe second Australia On 5 Mt 2 2 25 5 5 13 2 48 48 2 14 40 15 23 5 25 23 5 80 25 23 23 5 Mt 2 Mt,sullivancynthia@example.org,406-485-9794x009,"Unit 7511 Box 8779, DPO AE 68298",2021-02-02,2025-10-17,2353.59,37,False,B,1,returned rest concerned Industrial concerned including understanding whatever directors whereabouts seeking short beginning incident army SES key 23 HIV Mt Ms 1 25 40 150 5 5 5 Mt 23 2 Mt
1430,supporters defence gun 24 5 26 2 Mt Mt 2 Mt 5 5 14 2 5 Mt 40 5 Mt 40 5 5 23 5 2 23 25 14 5 40 5,ramireznicole@example.com,584.848.5714x61718,"078 Petty Flat, Zacharyside, MO 77163",2025-06-10,2025-01-03,794.37,20,False,B,4,several traditional powers we 5 acting proposed treated international in threatening calling residents That conducted Mohammad Two 25 80 80 23 Mt Mt UN 5 18 23 5 5 Mt 13 SES
1146,entered understanding 200 Road Mt 23 Up 23 2 25 Up 25 5 15 23 1 40 5 W No 24 1 5 13 5 UN 5 13 5 15 15 2,jacksontaylor@example.org,993.343.3550x04209,"21528 Kristy Curve Apt. 514, East Austin, OR 28128",2025-03-01,2025-09-29,815.62,24,False,A,7,companies yesterday understanding handed mountains another then far station companies leading 5 5 5 5 5 5 Mt 5 5 23 Mt Mt 2 Mt ANZ 40 25 23 Mt 80 Mt
1499,forecast sentence 5 5 5 Mt 80 25 1 2 14 5 26 2 48 5 23 HIV 40 Mt 1 2 15 23 5 14 80 2 5 21 15 40,jessica69@example.org,(923)894-3764,"330 Gates Rue Apt. 232, Martinport, PA 87666",2022-05-21,2025-05-21,1942.37,33,False,A,9,related receiving Austar understanding getting leaving flights entered trying made company nine throughout White 5 5 5 Mt As Mt 2 Mt 48 5 15 2 13 SES 5 23 80 23
1400,finding looking 5 5 Mt 25 25 23 5 5 40 23 25 23 15 5 5 Mt 1 48 23 5 23 1 5 24 1 2 5 15 2 2,michaelrivers@example.org,777.291.6323x1379,"06120 Ray Orchard Suite 215, New Seanbury, FM 35442",2021-02-20,2025-01-04,1354.09,12,True,A,8,injuring saying entered administration cancer event they understanding even 5 further at 5 5 that 5 1 26 23 25 5 23 18 5 W 2 18 Mt Mt Mt 5 2
1490,entitlements Israelis 5 5 Mt 5 Mt 2 5 23 5 80 40 26 2 26 23 5 5 40 2 40 5 5 5 5 5 48 40 15 my 1,dakota12@example.net,(890)323-2541x53153,"0678 Miller Club Apt. 282, Joseville, NM 08965",2024-04-19,2025-10-20,2191.77,24,False,A,7,placed leading severe acting with reported led getting confidence really different not 5 5 14 names 5 2 Mt 26 Mt 80 40 Mt 1 HIV 25 5 Up 14 15 80
1453,reached manslaughter Ansett HIH 80 5 40 40 2 24 25 2 Up Mt 13 15 1 Mt 40 5 Mt 1 23 2 5 24 80 5 5 5 18 24,ashley52@example.com,9035842266,"721 Robin Forest Apt. 441, Lake Antonio, CO 45082",2023-10-22,2025-05-06,1230.02,8,False,C,2,nothing understanding still fighting station saying president out beat representing to containment Reid Launceston sides ask 5 25 5 40 W 26 5 2 Mt 1 2 25 40 40 5 150
1286,caught concerned 5 5 25 5 2 40 26 5 5 23 5 Mt 2 5 25 No 40 5 15 15 23 2 20 2 23 Mt 5 5 2 23,hferguson@example.net,948-918-4821,"829 Walter Vista Suite 174, Trevorland, WI 48920",2022-06-28,2024-12-19,1822.4,20,False,B,4,reported concerned entered confidence receiving later women containment HIV after 5 Foreign Hollingworth determined she I 23 24 Mt 25 Mt 5 5 Mt 2 Mt 40 23 23 40 Mt 5
1258,although more 5 5 5 80 Mt Mt Mt 5 5 5 25 5 14 24 40 Mt 2 15 13 23 SES Mt 5 5 5 blaze Mt 23 80 25,richardkrause@example.net,+1-679-259-1382x597,"Unit 3723 Box 8082, DPO AP 69896",2021-11-17,2025-10-31,3713.47,16,False,B,5,up everything behind prevent whatever containment tried several 5 result risk 5 5 5 On 24 24 40 Up 5 25 5 23 14 23 26 5 25 Mt Up 5 23
1282,Wayne its 5 5 2 No 5 2 5 25 23 Mt 14 Mt 1 W Mt 48 23 25 23 23 5 23 40 80 5 40 Up 23 Mt Mt,daniel62@example.com,265-516-8335x009,"275 Wilson Crescent, Port Brooketown, AS 67294",2022-05-10,2025-05-30,3247.91,23,False,C,5,5 severe believes responding ever starting concerned ground most take fighting finding documents completed whether Bureau my HIV 40 5 5 25 No Mt 5 Ms Mt 23 Up 5 23 5
1178,served evidence 5 5 40 5 23 23 Mt 15 23 HIV 5 14 13 5 Mt 23 25 5 23 Up 23 5 24 23 Mt 2 Mt No Mt 1,fuenteshayley@example.com,001-362-525-4194x27063,"1562 Luis Island Apt. 357, Arnoldfurt, OR 69535",2024-10-26,2025-04-03,1274.0,49,True,B,7,something Rafter capital to ever understanding international 5 weather be 5 5 Senior 5 Bichel Assa 48 5 W 18 Up 25 5 80 5 5 5 5 2 5 2 24
1226,accompanied heading 5 Mt 5 5 5 5 23 5 26 If Mt 5 5 40 40 W 25 25 5 5 2 UN Up 13 UN 5 5 Mt 5 40,caleb90@example.net,(240)210-8056x35628,"17189 Julie Highway, Jefferyside, MN 77620",2022-04-04,2025-10-17,3837.47,23,False,C,1,concerns attempting for detainees threatening action are assistance concerned fighting there rates told starting hold issues ask 5 25 Mt 40 Mt 23 23 25 48 As 14 1 W 2 2
1159,offered struck Two 5 40 15 2 23 5 Ms 23 5 25 23 2 25 Mt 23 23 Mt 5 5 Mt 2 Mt 23 23 5 2 No 5 23,gonzalezdawn@example.com,(522)784-9010x316,"46897 Smith Coves Suite 212, Port Kelly, PA 82831",2021-04-24,2025-05-31,4995.35,31,False,B,5,damage building these then two understanding be main assisting contested report understanding representing sending night Royal 11 5 23 W 5 23 25 2 UN 5 23 40 2 23 26 Mt
1464,company Authority 5 5 2 Mt 5 40 40 2 Mt W 48 Mt 2 5 2 23 5 Mt 1 5 23 Mt 26 5 Mt 5 23 25 SES 5,orozcoabigail@example.com,(756)360-1172,"107 Bell Trace, New Meganland, GA 16056",2022-06-22,2025-06-20,2357.24,13,False,B,4,residents after water Bill saying receiving stand building coming a 5 call 5 other forward strike 5 5 2 5 5 Mt 25 25 26 5 1 Mt Mt Mt 26 48
1206,Ansett caused Neville various 40 5 23 40 SES 5 26 48 5 5 SES 2 23 25 5 40 drug 2 Mt 2 40 13 26 25 48 25 5 24,johnsonjulia@example.net,+1-531-217-4734x373,"0673 Johnson Ferry Suite 602, Sancheztown, IN 45647",2022-09-04,2024-12-17,22.15,2,False,B,3,this related peacekeepers largest things 5 condition shopping life past Sunday 5 blaze Tora 5 5 5 23 Mt 23 2 5 5 AFP Mt Up 23 SES 5 Mt 25 13
1184,real save these If 5 13 24 5 AFP 80 5 No 5 15 2 26 5 W Sarah 1 AFP 26 Mt 5 23 2 Mt 2 Mt 5 Mt 23,hbrown@example.org,584.848.5714x61718,"387 Davis Glens, South Joanna, PA 21712",2022-10-05,2025-05-01,4146.46,23,False,C,9,nothing offer enter that bombing receiving staying but services does 5 that any hour Arafat Kabul felt 5 Mt Mt 23 5 40 2 20 25 AFP blaze 5 2 Mt AFP
1331,finding second edge 5 23 40 Mt 26 15 15 23 2 24 Mt Up 5 26 5 13 2 1 23 5 15 25 Mt 5 5 25 No 5 40,walkerbenjamin@example.com,4697559512,"6218 Knight Bridge, Bowmanmouth, GU 95252",2022-04-04,2025-05-05,4995.35,38,False,B,7,representing having everything mountains fighter before police militant to that 5 5 boy times point night Hewitt No 5 5 5 5 5 SES 24 48 14 5 48 5 26 5
1475,Adventure champion 5 5 Mt 5 5 23 5 23 5 18 40 14 5 Ms 14 1 24 80 5 2 5 40 24 2 5 1 Mt 23 5 1,marymiller@example.net,6273201850,"197 Watson Junction, West Anamouth, NV 14156",2025-02-01,2025-02-06,1976.28,38,False,B,8,threatening entered Mr towards accompanied can started concerned into network Nauru 5 5 5 26 day ago 23 48 At 23 26 5 23 24 5 40 5 1 5 14 40
1291,Bichel 25 gun 5 W 5 2 2 48 2 5 drug 14 5 13 23 SES 26 5 48 5 1 1 12 2 W As 2 18 Up 1 Mt,qanderson@example.org,+1-949-682-6902x9519,"518 Wade Fall Suite 684, South Genemouth, MP 46991",2022-09-15,2025-10-17,1811.75,5,False,B,8,remaining say powers comes members 5 first there president that 5 concerned canyoning be 150 wind She 5 5 2 2 26 Mt 5 Mt 150 2 Mt 5 UN 2 23
1289,deputy ever 5 150 23 Up 2 5 1 Mt 5 2 Mt 15 150 keep 48 5 Mt 40 Mt Mt 23 48 Mt 5 As 25 23 5 2 26,gstanton@example.net,001-963-786-1541x8224,"8946 Valentine Square, New Nancy, OH 25783",2021-11-21,2025-02-15,3994.85,20,False,C,8,negotiations that resistance 5 threatening captured what cost 5 landed third Strip power 5 5 5 5 15 5 24 Mt 48 Mt 5 Mt 40 5 Mt 1 13 14 Mt
1208,Martin investigation UN 5 23 23 5 5 24 23 48 25 5 Mt As 5 23 25 40 Mt 23 2 23 25 5 1 1 2 5 18 5 40,stevenwalters@example.net,(724)616-9672x41098,"59059 Brandon Prairie Suite 082, Nancyville, AZ 23365",2021-06-19,2025-09-12,4890.84,15,False,B,5,this warning Strip conducted real car Centre than those give Afghanistan latest recorded 5 5 5 5 23 23 14 2 5 2 Mt 40 48 Up 25 1 15 my 48
1145,while republic system Up AFP 15 Mt Mt 5 5 2 26 23 5 5 5 48 5 48 18 5 5 Mt 23 13 15 25 25 2 23 20 No,jennifermiller@example.org,001-666-365-3818x70977,"92831 Burgess Light Apt. 268, Krausehaven, NV 02381",2024-10-21,2025-08-08,984.33,49,False,B,5,expect other position arrested assisting Yasser staying body ASIO 5 here 5 West 15 act Afroz 5 26 1 Up 5 23 5 2 40 23 5 5 5 AFP Mt 5
1312,opposition crash 5 5 5 5 15 80 Mt Mt 14 Mt 5 23 5 23 23 5 23 If 5 1 80 5 14 5 5 23 2 23 5 13,jenkinschloe@example.com,001-730-621-2779x31997,"8364 Henderson Locks, Sarahmouth, WI 77602",2023-05-01,2025-02-15,3592.58,48,True,C,5,stopped here prevent enter entered January prepare Pakistan operation need child 5 5 ago 5 left he 23 40 No Mt Ms 5 5 5 5 SES 1 24 2 2 Mt
1174,severe need 18 5 W 48 5 25 Mt 1 25 5 5 23 5 23 40 40 Mt 2 40 23 5 26 2 5 2 40 No 40 W 23,ramosdaniel@example.org,+1-601-978-1035x51297,"27150 Wells Mews Apt. 228, Abigailland, CA 37576",2022-10-02,2025-06-10,22.15,26,False,A,4,enter targets Western including During rest outside enter questions fighting convicted though fired traditional will 5 5 23 1 23 5 5 5 23 23 23 25 23 23 23 2 HIV
1207,yacht really big 5 5 5 Mt 23 2 2 Up 5 5 5 23 5 5 25 40 25 15 5 48 2 Mt 2 23 26 AFP Mt 23 26,sarroyo@example.net,001-781-225-1495x80878,"37042 Smith Prairie Apt. 310, Jesseburgh, SD 82531",2023-02-03,2025-06-10,4677.93,36,False,B,4,provisional here leaving changed not need completed enter something can including several cancer massive 5 5 26 Mt 26 15 25 80 40 24 Mt 2 Mt 24 5 5 Up 5
1058,prevent races 20 5 23 24 25 23 23 5 5 Mt 5 5 5 48 23 24 23 5 5 25 SES 48 2 2 2 Mt 40 25 23 SES,joseph25@example.com,625-886-8531x6188,"88487 Amanda Mission Suite 990, Jonesborough, FL 83889",2021-11-20,2025-07-02,2285.98,4,False,B,1,understanding containment entered representing containment can in station planning 5 walk 5 5 5 5 24 5 26 23 Mt 2 Up 15 23 5 23 Up Up 40 2 1 80
1442,happened soon 5 23 5 25 5 26 23 26 5 5 5 80 5 5 2 40 5 Up Mt 25 Mt 5 23 40 5 5 SES 18 23 Mt,keithphillips@example.com,(250)395-5626x090,"192 Stanley Villages Apt. 802, Port Emilyberg, ME 91886",2021-02-18,2025-03-19,2385.07,49,False,B,1,to and canyoning threatening resistance different blaze National Mr Indonesian Department threatened 5 believed 40 5 5 Up 23 2 Mt 25 As 5 Mt Mt 5 Mt 80 1 25 1
1249,threat planning 5 23 15 5 5 As 48 26 Mt 2 1 40 23 1 HIV 26 23 5 1 15 Mt Mt 2 2 5 2 5 48 Mt 1,iwest@example.org,(415)563-8939,"130 Emily Fords Suite 570, Thomasview, OK 69966",2025-12-06,2025-01-20,2209.13,44,False,B,4,searching entered understanding searching with threatened as west Africa voice services 5 5 5 5 trying Bonn 2 Mt 23 5 5 5 40 5 5 Mt Mt 5 23 40 UN
1229,today understanding begun 5 23 5 23 2 1 23 2 Mt 23 23 13 15 5 23 5 23 5 15 26 Mt Mt 5 18 UN 15 18 23 1,jacqueline59@example.com,001-666-365-3818x70977,"0341 Payne Extensions, Lake William, MI 45401",2024-12-09,2025-02-05,2216.49,21,False,C,1,caused Mountains He ministers understanding become meeting look 5 Bora opposition no 5 5 no 5 5 Ms 2 5 5 5 15 23 5 25 40 5 2 2 5 2
1205,all administration 26 Mt W 5 15 5 1 1 5 25 25 15 5 23 5 13 5 2 1 5 5 5 No 5 1 Mt 5 5 Mt 5,sullivancynthia@example.org,3799932645,"030 Mariah Loaf, Fredericktown, OH 88038",2025-10-11,2025-07-01,1626.38,27,False,C,3,reveal explanation landed changed General Mt sending holding rest 5 5 5 5 5 5 50 15 5 my 5 25 Mt 5 5 25 5 5 Mt 1 5 23 HIV
1321,southern man HIV UN 40 25 5 5 23 Mt 5 13 Mt Mt HIV 5 5 Ms Mt 25 5 Mt HIV 23 5 25 15 23 2 40 5 Mt,kristinesnyder@example.net,(610)530-7371,"0739 Shaffer Groves Suite 292, Smithville, CT 90718",2024-11-05,2025-04-21,3267.71,49,False,C,7,investigating attacks hour boats station ministers lot responsibility thought throughout remaining condition killing planning another Jewish 5 15 1 5 5 26 23 5 18 Mt 1 25 Mt 150 5 5
1173,an 5 gave Mt 5 23 23 5 W 5 40 14 ANZ 26 25 5 5 Mt 5 5 2 Mt Mt 2 23 15 2 80 24 2 5 5,jamesdavis@example.org,001-782-725-6219,"8087 Phillip Via Apt. 204, Wallborough, SC 37327",2021-05-04,2025-02-28,2955.17,20,False,A,5,agreed later not war Sector remaining confidence situation helicopter seeking everything sentence another remains 5 5 5 23 5 No 23 5 26 5 2 Mt 23 Mt 5 Mt SES 26
1159,tribal resistance 5 5 5 5 26 1 Up 40 23 5 15 40 40 23 Mt Mt Mt 2 Up 25 5 2 23 5 13 5 Mt 1 1 2,marshalldavid@example.com,(826)867-9315x324,"24671 Lucas View Apt. 751, Serranochester, VA 24599",2023-02-17,2025-10-27,2546.6,37,False,B,2,cancer acting insurance her Authority saying her believed earlier Workers resistance 5 Osama 5 5 5 5 Mt Bonn 25 1 2 24 5 5 Mt W 5 Ms 5 5 5
1400,unity south my 5 As 5 40 Mt 23 25 Mt 40 Mt 1 AFP Mt 25 5 1 1 25 40 5 5 Mt 25 23 Mt 24 25 15 5,garzasusan@example.com,967-938-2442,"98502 Wagner Club, Jamesland, MP 57589",2022-01-30,2025-09-21,3098.02,20,False,B,3,other several explanation nothing chance explanation representation maintenance responsibility Pakistan commission nothing condition full army giant 2001 5 48 5 2 Mt W 2 Mt 25 As Mt 1 No 2 48
1351,went yesterday 5 5 14 23 5 18 25 25 Mt 1 5 5 5 2 Mt 40 23 1 25 Up 24 W 24 18 Mt 23 5 5 Mt 18,collinselizabeth@example.net,001-902-619-8569x28608,"PSC 4307, Box 2102, APO AE 29743",2022-01-09,2025-07-04,3080.58,48,True,B,10,Another resistance international returning companies reached operation on for condition Alliance 5 5 keep 5 UN Cup 80 2 23 48 Mt 5 Mt 23 5 15 48 5 my Mt 5
1376,Gaza have 21 AFP W 5 2 W Up 48 Mt 5 40 Mt 40 5 Mt 2 2 48 25 Up W 5 Mt No 1 23 Mt 13 Mt 26,bwilliams@example.org,349.300.8749,"17035 Tammy Hills Apt. 082, North Maria, MP 10438",2024-03-09,2025-10-15,3971.33,9,False,B,4,followed today assisting powers groups batsmen head Mt Musharraf seeking 5 5 how worked Peter No 5 23 5 15 5 23 23 5 5 23 Mt Mt 40 24 Mt 5
1375,passed apparently study HIV 26 25 5 5 SES HIV AFP 26 1 25 24 5 5 2 5 5 25 W 5 Up 24 5 40 80 48 40 24 1,sarahsherman@example.org,(495)852-7588,"318 Brooke Place Suite 812, New Sandra, KS 99178",2024-05-20,2025-11-18,2017.26,24,False,A,9,come operation remaining returning number understanding to than latest meeting chance Strip 5 5 5 5 5 23 AFP 13 23 Mt 5 48 5 40 Mt 23 23 24 Mt 25
